date,store_id,item_id,demand
2014-01-01,STORE_01,ITEM_001,42.8169
2014-01-02,STORE_01,ITEM_001,33.615
2014-01-03,STORE_01,ITEM_001,42.2748
2014-01-04,STORE_01,ITEM_001,40.6105
2014-01-05,STORE_01,ITEM_001,42.4383
2014-01-06,STORE_01,ITEM_001,38.1106
2014-01-07,STORE_01,ITEM_001,40.0897
2014-01-08,STORE_01,ITEM_001,41.2539
2014-01-09,STORE_01,ITEM_001,44.8415
2014-01-10,STORE_01,ITEM_001,40.9866
2014-01-11,STORE_01,ITEM_001,45.5038
2014-01-12,STORE_01,ITEM_001,37.1871
2014-01-13,STORE_01,ITEM_001,39.9249
2014-01-14,STORE_01,ITEM_001,39.8287
2014-01-15,STORE_01,ITEM_001,48.2722
2014-01-16,STORE_01,ITEM_001,39.2598
2014-01-17,STORE_01,ITEM_001,44.1334
2014-01-18,STORE_01,ITEM_001,40.1381
2014-01-19,STORE_01,ITEM_001,35.5665
2014-01-20,STORE_01,ITEM_001,40.7223
2014-01-21,STORE_01,ITEM_001,33.4775
2014-01-22,STORE_01,ITEM_001,37.0491
2014-01-23,STORE_01,ITEM_001,41.722
2014-01-24,STORE_01,ITEM_001,45.108
2014-01-25,STORE_01,ITEM_001,231.8699
2014-01-26,STORE_01,ITEM_001,41.3217
2014-01-27,STORE_01,ITEM_001,36.4461
2014-01-28,STORE_01,ITEM_001,35.5548
2014-01-29,STORE_01,ITEM_001,45.6109
2014-01-30,STORE_01,ITEM_001,45.0709
2014-01-31,STORE_01,ITEM_001,40.2607
2014-02-01,STORE_01,ITEM_001,42.8411
2014-02-02,STORE_01,ITEM_001,41.9244
2014-02-03,STORE_01,ITEM_001,35.835
2014-02-04,STORE_01,ITEM_001,37.2946
2014-02-05,STORE_01,ITEM_001,35.1004
2014-02-06,STORE_01,ITEM_001,43.1517
2014-02-07,STORE_01,ITEM_001,44.3018
2014-02-08,STORE_01,ITEM_001,41.095
2014-02-09,STORE_01,ITEM_001,37.4898
2014-02-10,STORE_01,ITEM_001,34.9974
2014-02-11,STORE_01,ITEM_001,36.4934
2014-02-12,STORE_01,ITEM_001,41.5108
2014-02-13,STORE_01,ITEM_001,41.1786
2014-02-14,STORE_01,ITEM_001,43.2874
2014-02-15,STORE_01,ITEM_001,40.0285
2014-02-16,STORE_01,ITEM_001,38.3616
2014-02-17,STORE_01,ITEM_001,31.8273
2014-02-18,STORE_01,ITEM_001,33.9991
2014-02-19,STORE_01,ITEM_001,35.9222
2014-02-20,STORE_01,ITEM_001,46.2606
2014-02-21,STORE_01,ITEM_001,44.4035
2014-02-22,STORE_01,ITEM_001,39.5597
2014-02-23,STORE_01,ITEM_001,37.286
2014-02-24,STORE_01,ITEM_001,30.6685
2014-02-25,STORE_01,ITEM_001,38.875
2014-02-26,STORE_01,ITEM_001,33.7264
2014-02-27,STORE_01,ITEM_001,38.9344
2014-02-28,STORE_01,ITEM_001,41.5104
2014-03-01,STORE_01,ITEM_001,39.3819
2014-01-01,STORE_01,ITEM_002,26.9341
2014-01-02,STORE_01,ITEM_002,26.0753
2014-01-03,STORE_01,ITEM_002,22.7508
2014-01-04,STORE_01,ITEM_002,22.2445
2014-01-05,STORE_01,ITEM_002,19.3959
2014-01-06,STORE_01,ITEM_002,21.0054
2014-01-07,STORE_01,ITEM_002,19.4646
2014-01-08,STORE_01,ITEM_002,25.3778
2014-01-09,STORE_01,ITEM_002,31.8174
2014-01-10,STORE_01,ITEM_002,22.9023
2014-01-11,STORE_01,ITEM_002,24.7555
2014-01-12,STORE_01,ITEM_002,21.3545
2014-01-13,STORE_01,ITEM_002,20.8776
2014-01-14,STORE_01,ITEM_002,21.9242
2014-01-15,STORE_01,ITEM_002,20.6139
2014-01-16,STORE_01,ITEM_002,23.4343
2014-01-17,STORE_01,ITEM_002,25.5933
2014-01-18,STORE_01,ITEM_002,24.1087
2014-01-19,STORE_01,ITEM_002,20.8346
2014-01-20,STORE_01,ITEM_002,18.6021
2014-01-21,STORE_01,ITEM_002,26.2778
2014-01-22,STORE_01,ITEM_002,24.7369
2014-01-23,STORE_01,ITEM_002,26.4754
2014-01-24,STORE_01,ITEM_002,24.2355
2014-01-25,STORE_01,ITEM_002,21.9264
2014-01-26,STORE_01,ITEM_002,20.6188
2014-01-27,STORE_01,ITEM_002,17.5395
2014-01-28,STORE_01,ITEM_002,24.6543
2014-01-29,STORE_01,ITEM_002,22.1465
2014-01-30,STORE_01,ITEM_002,27.0424
2014-01-31,STORE_01,ITEM_002,23.3117
2014-02-01,STORE_01,ITEM_002,24.1747
2014-02-02,STORE_01,ITEM_002,21.8112
2014-02-03,STORE_01,ITEM_002,17.0047
2014-02-04,STORE_01,ITEM_002,24.6762
2014-02-05,STORE_01,ITEM_002,21.1984
2014-02-06,STORE_01,ITEM_002,20.9999
2014-02-07,STORE_01,ITEM_002,25.4906
2014-02-08,STORE_01,ITEM_002,22.8251
2014-02-09,STORE_01,ITEM_002,21.8563
2014-02-10,STORE_01,ITEM_002,20.1427
2014-02-11,STORE_01,ITEM_002,15.4071
2014-02-12,STORE_01,ITEM_002,19.7867
2014-02-13,STORE_01,ITEM_002,21.2217
2014-02-14,STORE_01,ITEM_002,25.816
2014-02-15,STORE_01,ITEM_002,22.589
2014-02-16,STORE_01,ITEM_002,21.8933
2014-02-17,STORE_01,ITEM_002,18.8301
2014-02-18,STORE_01,ITEM_002,21.2234
2014-02-19,STORE_01,ITEM_002,21.0989
2014-02-20,STORE_01,ITEM_002,22.4523
2014-02-21,STORE_01,ITEM_002,23.7421
2014-02-22,STORE_01,ITEM_002,22.4101
2014-02-23,STORE_01,ITEM_002,26.3834
2014-02-24,STORE_01,ITEM_002,17.263
2014-02-25,STORE_01,ITEM_002,16.1565
2014-02-26,STORE_01,ITEM_002,21.8927
2014-02-27,STORE_01,ITEM_002,20.9334
2014-02-28,STORE_01,ITEM_002,17.911
2014-03-01,STORE_01,ITEM_002,19.3555
2014-01-01,STORE_01,ITEM_003,29.3216
2014-01-02,STORE_01,ITEM_003,28.0454
2014-01-03,STORE_01,ITEM_003,40.9156
2014-01-04,STORE_01,ITEM_003,29.4563
2014-01-05,STORE_01,ITEM_003,40.5739
2014-01-06,STORE_01,ITEM_003,28.9627
2014-01-07,STORE_01,ITEM_003,36.0797
2014-01-08,STORE_01,ITEM_003,31.2903
2014-01-09,STORE_01,ITEM_003,35.0309
2014-01-10,STORE_01,ITEM_003,33.5809
2014-01-11,STORE_01,ITEM_003,32.1547
2014-01-12,STORE_01,ITEM_003,31.9221
2014-01-13,STORE_01,ITEM_003,31.6006
2014-01-14,STORE_01,ITEM_003,30.962
2014-01-15,STORE_01,ITEM_003,32.1883
2014-01-16,STORE_01,ITEM_003,31.2533
2014-01-17,STORE_01,ITEM_003,33.6371
2014-01-18,STORE_01,ITEM_003,37.9157
2014-01-19,STORE_01,ITEM_003,28.6622
2014-01-20,STORE_01,ITEM_003,30.8632
2014-01-21,STORE_01,ITEM_003,34.2296
2014-01-22,STORE_01,ITEM_003,33.4994
2014-01-23,STORE_01,ITEM_003,36.4919
2014-01-24,STORE_01,ITEM_003,30.3197
2014-01-25,STORE_01,ITEM_003,33.6453
2014-01-26,STORE_01,ITEM_003,30.1145
2014-01-27,STORE_01,ITEM_003,29.1528
2014-01-28,STORE_01,ITEM_003,35.0695
2014-01-29,STORE_01,ITEM_003,31.1338
2014-01-30,STORE_01,ITEM_003,34.4013
2014-01-31,STORE_01,ITEM_003,28.1813
2014-02-01,STORE_01,ITEM_003,38.2882
2014-02-02,STORE_01,ITEM_003,33.7686
2014-02-03,STORE_01,ITEM_003,29.7044
2014-02-04,STORE_01,ITEM_003,29.204
2014-02-05,STORE_01,ITEM_003,33.7065
2014-02-06,STORE_01,ITEM_003,37.1729
2014-02-07,STORE_01,ITEM_003,39.3712
2014-02-08,STORE_01,ITEM_003,35.3365
2014-02-09,STORE_01,ITEM_003,31.145
2014-02-10,STORE_01,ITEM_003,33.0208
2014-02-11,STORE_01,ITEM_003,32.7322
2014-02-12,STORE_01,ITEM_003,31.9989
2014-02-13,STORE_01,ITEM_003,35.7408
2014-02-14,STORE_01,ITEM_003,36.0537
2014-02-15,STORE_01,ITEM_003,32.399
2014-02-16,STORE_01,ITEM_003,29.2041
2014-02-17,STORE_01,ITEM_003,31.8281
2014-02-18,STORE_01,ITEM_003,26.8984
2014-02-19,STORE_01,ITEM_003,27.8014
2014-02-20,STORE_01,ITEM_003,34.2691
